	Title	OAI	Authors	Full Text	Harvest date	DOI	Unnamed: 0	paper_id	ref	citedBy	publish_year
86	BET protein inhibition shows efficacy against JAK2V617F driven neoplasms	oai:dspace-production:1810/245323	B. S. Wyspia?ska, A. J. Bannister, I. Barbieri, J. Nangalia, A. Godfrey, F. J. Calero-Nieto, S. Robson, I. Rioja, J. Li, M. Wiese, E. Cannizzaro, M. A. Dawson, B. Huntly, R. K. Prinjha, A. R. Green, B. Gottgens and T. Kouzarides	No	2016-05-18T11:30:24Z	10.1038/leu.2013.234	99650190	7C879111	29	16	2014
87	EGARCH models with fat tails, skewness and leverage	oai:dspace-production:1810/245327	Andrew Harvey and Genaro Sucarrat	No	2016-05-18T11:30:24Z	10.1016/j.csda.2013.09.022	105673455	836984DC	24	8	2014
88	Value pricing of surface coatings for mitigating heat exchanger fouling	oai:dspace-production:1810/245353	D.I. Wilson, L. Gomes da Cruz, E.M. Ishiyama, C. Boxler, W. Augustin and S. Scholl	No	2016-05-18T11:30:24Z	10.1016/j.fbp.2014.05.003	7354456	77A210EA	52	1	2015
89	Bayesian Structured Prediction using Gaussian Processes	oai:dspace-production:1810/246170	S?bastien Brati?res, Novi Quadrianto and Zoubin Ghahramani	No	2016-05-18T11:30:33Z	10.1109/TPAMI.2014.2366151	14768799	7CEB5FE9	26	0	2015
90	Identifying the structure of the intermediate, Li_2/3CoPO_4, formed during electrochemical cycling of LiCoPO_4	oai:dspace-production:1810/246208	Fiona C. Strobridge, Rapha?le J. Cl?ment, Michal Leskes, Derek S. Middlemiss, Olaf J. Borkiewicz, Kamila M. Wiaderek, Karena W. Chapman, Peter J. Chupas and Clare P. Grey	No	2016-05-18T11:30:34Z	10.1021/cm502680w	13576283	79E7CB12	0	0	2014
91	Deterministic progenitor behavior and unitary neuron production in the neocortex	oai:dspace-production:1810/246217	Peng Gao, Maria P. Postiglione, Teresa G. Krieger, Luisirene Hernandez, Chao Wang, Zhi Han, Carmen Streicher, Ekaterina Papusheva, Ryan Insolera, Kritika Chugh, Oren Kodish, Kun Huang, Benjamin D. Simons, Liqun Luo, Simon Hippenmeyer and Song-Hai Shi	No	2016-05-18T11:30:34Z	10.1016/j.cell.2014.10.027	119766378	765E53CF	55	16	2014
92	Osteochondral tissue engineering using a biphasic collagen/GAG scaffold containing rhFGF18 or BMP7 in an ovine model	oai:dspace-production:1810/246223	Alan Getgood, Frances Henson, Carrie Skelton, Roger Brooks, Hans Guehring, Lisa A. Fortier and Neil Rushton	No	2016-05-18T11:30:34Z	10.1186/s40634-014-0013-x	24856098	7EACFF5F	30	2	2014
93	A Machine-Assisted Proof of G?del?s Incompleteness Theorems for the Theory of Hereditarily Finite Sets	oai:dspace-production:1810/245422	Lawrence Paulson	No	2016-05-18T11:30:25Z	10.1017/S1755020314000112	17493878	7CE94A67	5	2	2014
94	Damage to Insula Abolishes Cognitive Distortions during Simulated Gambling	oai:dspace-production:1810/245248	Luke Clark, Bettina Studer, Joel Bruss, Daniel Tranel and Antoine Bechara	No	2016-05-18T11:30:24Z	10.1073/pnas.1322295111	8999371	765A6770	56	11	2014
95	Prevalence studies of dementia in mainland China, Hong Kong and Taiwan: a systematic review and meta-analysis	oai:dspace-production:1810/245270	Yu-Tzu Wu, Hsin-yi Lee, Samuel Norton, Chuanfeng Chen, Hongxia Chen, Chenglin He, Jane Fleming, Fiona E Matthews and Carol Brayne	No	2016-05-18T11:30:24Z	10.1371/journal.pone.0066252	124356055	7C936202	15	12	2013
96	Symmetry Perspectives on Some Auxetic Body-Bar Frameworks	oai:dspace-production:1810/245543	Patrick W. Fowler, Simon D. Guest and Tibor Tarnai	No	2016-05-18T11:30:26Z	10.3390/sym6020368	114462481	7A14F82C	18	0	2014
97	Making the best of a pest: the potential for using invasive zebra mussel (Dreissena polymorpha) biomass as a supplement to commercial chicken feed.	oai:dspace-production:1810/245550	Claire McLaughlan, Paul Rose and David C. Aldridge	No	2016-05-18T11:30:26Z	10.1007/s00267-014-0335-6	5734668	78E8362E	27	1	2014
98	The Jellification of North Temperate Lakes	oai:dspace-production:1810/246299	Adam Jeziorski, Andrew J. Tanentzap, Norman D. Yan, Andrew M. Paterson, Michelle E. Palmer, Jennifer B. Korosi, James A. Rusak, Michael T. Arts, Wendel (Bill) Keller, Ron Ingram, Allegra Cairns and John P. Smol	No	2016-05-18T11:30:35Z	10.1098/rspb.2014.2449	15354349	8092A76A	18	2	2015
99	Freezing colloidal suspensions: periodic ice lenses and compaction	oai:dspace-production:1810/246336	Anthony M. Anderson and M. Grae Worster	No	2016-05-18T11:30:35Z	10.1017/jfm.2014.500	12347321	7DB7D08A	34	0	2014
100	Resonant Energy Transfer of Triplet Excitons from Pentacene to PbSe Nanocrystals	oai:dspace-production:1810/246345	Maxim Tabachnyk, Bruno Ehrler, Simon G?linas, Marcus L. B?hm, Brian J. Walker, Kevin P. Musselman, Neil C. Greenham, Richard H. Friend and Akshay Rao	No	2016-05-18T11:30:35Z	10.1038/nmat4093	116293098	76743D70	25	7	2014
101	The contribution of media analysis to the evaluation  of environmental interventions: the Commuting and  Health in Cambridge study	oai:dspace-production:1810/245362	Joanna Kesten, Simon Cohn and David Ogilvie	No	2016-05-18T11:30:24Z	10.1186/1471-2458-14-482	104273009	5936B77E	13	0	2014
102	The contribution of media analysis to the evaluation  of environmental interventions: the Commuting and  Health in Cambridge study	oai:dspace-production:1810/245362	Joanna Kesten, Simon Cohn and David Ogilvie	No	2016-05-18T11:30:24Z	10.1186/1471-2458-14-482	104274166	78957736	42	28	2014
103	Circulating peroxiredoxin 4 and type 2 diabetes risk: the Prevention of Renal and Vascular Endstage Disease (PREVEND) study	oai:dspace-production:1810/245369	Ali Abbasi, Eva Corpeleijn, Ron T. Gansevoort, Rijk O. B. Gans, Joachim Struck, Janin Schulte, Hans L. Hillege, Pim van der Harst, Ronald P. Stolk, Gerjan Navis and Stephan J. L. Bakker	No	2016-05-18T11:30:25Z	10.1007/s00125-014-3278-9	108391943	8058C121	42	1	2014
104	Art, Pedagogy & Dyslexia	oai:dspace-production:1810/246293	Richard Hickman and Madeleine Brens	No	2016-05-18T11:30:34Z	10.1111/jade.12067	5270451	7EE33F0E	10	0	2014
105	A Symplectic Prolegomenon	oai:dspace-production:1810/245890	Ivan Smith	No	2016-05-18T11:30:31Z	10.1090/S0273-0979-2015-01477-1	123796311	776A205B	90	0	2014
106	Phylogenetic Quantification of Intra-tumour Heterogeneity	oai:dspace-production:1810/245907	Roland F. Schwarz, Anne Trinh, Botond Sipos, James D. Brenton, Nick Goldman and Florian Markowetz	No	2016-05-18T11:30:31Z	10.1371/journal.pcbi.1003535	17266942	7C7F9139	0	9	2014
107	Age-related sensitivity to task-?related modulation of language-processing networks	oai:dspace-production:1810/245791	S. W. Davis, J. Zhuang, P. Wright and L. K. Tyler	No	2016-05-18T11:30:27Z	10.1016/j.neuropsychologia.2014.08.017	109913332	798A9BCF	73	0	2014
108	?Pay What You Want? as Threshold Public Good Provision	oai:dspace-production:1810/246908	Vincent Mak, Rami Zwick, Akshay R. Rao and Jake A. Pattaratanakun	No	2016-05-18T11:30:39Z	10.1016/j.obhdp.2014.11.004	107332475	7FC26908	47	1	2015
109	Five ways to enhance the impact of climate science	oai:dspace-production:1810/246915	David Christian Rose	No	2016-05-18T11:30:39Z	10.1038/nclimate2270	104897789	7939896F	11	5	2014
110	Self-Aligned Colloidal Lithography for Controllable and Tuneable Plasmonic Nanogaps	oai:dspace-production:1810/246923	Tao Ding, Lars O. Herrmann, Bart de Nijs, Felix Benz and Jeremy J. Baumberg	No	2016-05-18T11:30:39Z	10.1002/smll.201402639	2727212	7F03383C	20	1	2015
111	Biology of childhood germ cell tumours, focussing on the significance of microRNAs	oai:dspace-production:1810/245832	Matthew Murray, James Nicholson and Nicholas Coleman	No	2016-05-18T11:30:30Z	10.1111/andr.277	28381367	78543FEF	83	0	2015
112	Increased Cross-Gender Identification Independent of Gender Role Behavior in Girls with Congenital Adrenal Hyperplasia: Results from a Standardized Assessment of 4- to 11-Year-Old Children	oai:dspace-production:1810/245845	Vickie Pasterski, Kenneth J. Zucker, Peter C. Hindmarsh, Ieuan A. Hughes, Carlo Acerini, Debra Spencer, Sharon Neufeld and Melissa Hines	No	2016-05-18T11:30:31Z	10.1007/s10508-014-0385-0	92829977	77DD7FB8	43	3	2014
113	Obesity and FTO: changing focus at a complex locus	oai:dspace-production:1810/245991	Y. C. Loraine Tung, Giles S. H. Yeo, Stephen O'Rahilly and Anthony P. Coll	No	2016-05-18T11:30:32Z	10.1016/j.cmet.2014.09.010	116977325	7D07256E	71	5	2014
114	Development of a  finite element model of decompressive craniectomy	oai:dspace-production:1810/245997	Tim L. Fletcher, Angelos G. Kolias, Peter J. A. Hutchinson and Michael P. F. Sutcliffe	No	2016-05-18T11:30:32Z	10.1371/journal.pone.0102131	124443714	7D7E4750	24	1	2014
115	A qualitative exploration of the use of calendar landmarking instruments in cancer symptom research	oai:dspace-production:1810/246101	Katie Mills, Jon Emery, Camilla Cheung, Nicola Hall, Linda Birt and Fiona M. Walter	No	2016-05-18T11:30:33Z	10.1186/s12875-014-0167-8	2410329	75A30FE8	16	2	2014
116	Enhanced Quantification for 3D SEM-EDS: Using the full set of available X-ray lines	oai:dspace-production:1810/246137	Pierre Burdet, Stephen A. Croxall and Paul A. Midgley	No	2016-05-18T11:30:33Z	10.1016/j.ultramic.2014.10.010	109861642	755D6C08	19	1	2015
117	Childhood Behaviour Problems Predict Crime and Violence in Late Adolescence: Brazilian and British Birth Cohort Studies	oai:dspace-production:1810/246143	Joseph Murray, Ana M. B. Menezes, Matthew Hickman, Barbara Maughan, Erika Alejandra Giraldo Gallo, Alicia Matijasevich, Helen Gon?alves, Luciana Anselmi, Cec?lia F. Assun??o, Fernando C. Barros and Cesar G. Victora	No	2016-05-18T11:30:33Z	10.1007/s00127-014-0976-z	3061370	8214409A	0	0	2015
118	Childhood Behaviour Problems Predict Crime and Violence in Late Adolescence: Brazilian and British Birth Cohort Studies	oai:dspace-production:1810/246143	Joseph Murray, Ana M. B. Menezes, Matthew Hickman, Barbara Maughan, Erika Alejandra Giraldo Gallo, Alicia Matijasevich, Helen Gon?alves, Luciana Anselmi, Cec?lia F. Assun??o, Fernando C. Barros and Cesar G. Victora	No	2016-05-18T11:30:33Z	10.1007/s00127-014-0976-z	3061926	7A0221D5	40	2	2014
119	Observation of the Early Structural Changes Leading to the Formation of Protein Superstructures	oai:dspace-production:1810/246156	Vito Foder?, Valeria Vetri, Thea S. Wind, Wim Noppe, Claus Cornett, Athene M. Donald, Ludmilla A. Morozova-Roche and Bente Vestergaard	No	2016-05-18T11:30:33Z	10.1021/jz501614e	16691972	7C46F1DD	15	1	2014
120	Substrate-assisted nucleation of ultra-thin dielectric layers on graphene by atomic layer deposition	oai:dspace-production:1810/246863	Bruno Dlubak, Piran R. Kidambi, Robert S. Weatherup, Stephan Hofmann and John Robertson	No	2016-05-18T11:30:38Z	10.1063/1.4707376	17125640	759545D1	28	24	2012
121	Selective Lability of Ruthenium(II) Arene Amino Acid Complexes	oai:dspace-production:1810/246798	Tom G. Scrase, Michael J. O?Neill, Andrew J. Peel, Paul W. Senior, Peter D. Matthews, Heyao Shi, Sally R. Boss and Paul D. Barker	No	2016-05-18T11:30:38Z	10.1021/ic502051y	106377587	7726D968	11	0	2015
122	The use of error-category mapping in pharmacokinetic model analysis of dynamic contrast-enhanced MRI data	oai:dspace-production:1810/246716	Andrew B. Gill, Gayathri Anandappa, Andrew J. Patterson, Andrew N. Priest, Martin J. Graves, Tobias Janowitz, Duncan I. Jodrell, Tim Eisen and David J. Lomas	No	2016-05-18T11:30:37Z	10.1016/j.mri.2014.10.010	7349091	76BE4C1A	15	0	2015
123	Long term culture of genome-stable bipotent progenitor cells from adult human liver	oai:dspace-production:1810/246736	Meritxell Huch, Helmuth Gehart, Ruben van Boxtel, Karien Hamer, Francis Blokzijl, Monique M. A. Verstegen, Ewa Ellis, Martien van Wenum, Sabine A. Fuchs, Joep de Ligt, Marc van de Wetering, Nobuo Sasaki, Susanne J. Boers, Hans Kemperman, Jeroen de Jonge, Jan N. M. Ijzermans, Edward Niewenhuis, Ruurdtje Hoekstra, Stephen Strom, Robert R. G. Vries, Luc J. W. van der Laan, Edwin Cuppen and Hans Clevers	No	2016-05-18T11:30:37Z	10.1016/j.cell.2014.11.050	119754400	7C5088D7	60	21	2015
124	Can the Marginal Productivity Theory of Distribution be Tested?	oai:dspace-production:1810/246625	Jesus Felipe and John S. L. McCombie	No	2016-05-18T11:30:37Z	10.1177/0486613414557918	92850079	7FF21D37	0	0	2015
125	FORCulator: a micromagnetic tool for simulating first-order reversal curve diagrams	oai:dspace-production:1810/246544	Richard J. Harrison	No	2016-05-18T11:30:36Z	10.1002/2014GC005582	92142862	7BA5165B	14	1	2014
126	Tunable Q-switched fiber laser based on saturable edge-state absorption in few-layer molybdenum disulfide (MoS2)	oai:dspace-production:1810/246552	R. I. Woodward, E. J. R. Kelleher, R. C. T. Howe, G. Hu, F. Torrisi, T. Hasan, S. V. Popov and J. R. Taylor	No	2016-05-18T11:30:36Z	10.1364/OE.22.031113	3202407	773F00FB	32	7	2014
127	Solar nebula magnetic fields recorded in the Semarkona meteorite	oai:dspace-production:1810/246558	Roger R. Fu, Benjamin P. Weiss, Eduardo A. Lima, Richard J. Harrison, Xue-Ning Bai, Steven J. Desch, Denton S. Ebel, Clement Suavet, Huapei Wang, David Glenn, David Le Sage, Takeshi Kasama, Ronald L. Walsworth and Aaron T. Kuan	No	2016-05-18T11:30:36Z	10.1126/science.1258022	92488898	772E3C3A	57	2	2014
128	?-Klotho expressison in human tissue	oai:dspace-production:1810/250359	Kenneth Lim, Arnoud Groen, Guerman Molostvov, Tzongshi Lu, Kathryn S. Lilley, David Snead, Sean James, Ian B. Wilkinson, Stephen Ting, Li-Li Hsiao, Thomas F. Hiemstra and Daniel Zehnder	No	2016-05-18T11:31:23Z	10.1210/jc.2015-1800	121226431	4317BC00	0	0	2015
129	Swarms of swift scavengers: ecological role of marine intertidal hermit crabs in California	oai:dspace-production:1810/252961	Mark E. Laidre and Alison L. Greggor	No	2016-05-18T11:31:38Z	10.1007/s00227-015-2639-3	102476079	77F2D814	40	0	2015
130	Modelling the costs and long-term health benefits of screening the general population for risks of cardiovascular disease: a review of methods used in the literature	oai:dspace-production:1810/252928	David Epstein, Leticia Garc?a-Moch?n, Stephen Kaptoge and Simon G. Thompson	No	2016-05-18T11:31:37Z	10.1007/s10198-015-0753-2	6233833	83A61456	0	0	2015
131	Models of endometriosis and their utility in studying progression to ovarian clear cell carcinoma.	oai:dspace-production:1810/251359	Claire M. King, Cynthia Barbara, Andrew Prentice, James D. Brenton and D. Stephen Charnock-Jones	No	2016-05-18T11:31:27Z	10.1002/path.4657	14340825	7271EEAE	0	0	2015
132	An excited-state approach within full configuration interaction quantum Monte Carlo	oai:dspace-production:1810/252466	N. S. Blunt, Simon D. Smart, George H. Booth and Ali Alavi	No	2016-05-18T11:31:29Z	10.1063/1.4932595	92934055	7F28E4DB	0	0	2015
133	Coupled ??, KK? scattering in P-wave and the ? resonance from lattice QCD	oai:dspace-production:1810/252510	David J. Wilson, Ra?l A. Brice?o, Jozef J. Dudek, Robert G. Edwards and Christopher E. Thomas	No	2016-05-18T11:31:32Z	10.1103/PhysRevD.92.094502	4891525	67B4309A	0	0	2015
134	The expression of TALEN before fertilization provides a rapid knock-out phenotype in Xenopus laevis founder embryos	oai:dspace-production:1810/252517	Kei Miyamoto, Ken-ichi T. Suzuki, Miyuki Suzuki, Yuto Sakane, Tetsushi Sakuma, Sarah Herberg, Angela Simeone, David Simpson, Jerome Jullien, Takashi Yamamoto and J. B. Gurdon	No	2016-05-18T11:31:32Z	10.1371/journal.pone.0142946	124437932	81A4A86C	35	0	2015
135	Small-amplitude swimmers can self-propel faster in viscoelastic fluids	oai:dspace-production:1810/254084	Emily E. Riley and Eric Lauga	No	2016-05-18T11:31:49Z	10.1016/j.jtbi.2015.06.045	113660989	6DE7586E	48	1	2015
136	Predicting beneficial effects of atomoxetine and citalopram on response inhibition in Parkinson?s disease with clinical and neuroimaging measures	oai:dspace-production:1810/253278	Zheng Ye, Charlotte L. Rae, Cristina Nombela, Timothy Ham, Timothy Rittman, Peter Simon Jones, Patricia V?zquez Rodr?guez, Ian Coyle-Gilchrist, Ralf Regenthal, Ellemarije Altena, Charlotte R. Housden, Helen Maxwell, Barbara J. Sahakian, Roger A. Barker, Trevor W. Robbins and James B. Rowe	No	2016-05-18T11:31:40Z	10.1002/hbm.23087	8029180	8541DD08	0	0	2016
137	Targeting BRCA1 and BRCA2 Deficiencies with G-Quadruplex-Interacting Compounds	oai:dspace-production:1810/253243	Jutta Zimmer, Eliana M. C. Tacconi, Cecilia Folio, Sophie Badie, Manuela Porru, Kerstin Klare, Manuela Tumiati, Enni Markkanen, Swagata Halder, Anderson Ryan, Stephen P. Jackson, Kristijan Ramadan, Sergey G. Kuznetsov, Annamaria Biroccio, Julian E. Sale and Madalena Tarsounas	No	2016-05-18T11:31:40Z	10.1016/j.molcel.2015.12.004	15895939	838F0111	53	0	2015
138	Growth of high quality, high density single-walled carbon nanotube forests on copper foils	oai:dspace-production:1810/253629	Guofang Zhong, Junwei Yang, Hisashi Sugime, Rahul Rao, Jianwei Zhao, Dameng Liu, Harutyunyan Avetik and John Robertson	No	2016-05-18T11:31:45Z	10.1016/j.carbon.2015.11.047	95305827	81F6ECDE	71	0	2016
139	Tropical montane cloud forest: environmental drivers of vegetation structure and ecosystem function	oai:dspace-production:1810/253574	Timothy J. Fahey, Ruth E. Sherman and Edmund V. J. Tanner	No	2016-05-18T11:31:42Z	10.1017/S0266467415000176	4933125	84297333	0	0	2015
140	Rational Methods for the Selection of Diverse Screening Compounds	oai:dspace-production:1810/253752	David J. Huggins, Ashok R. Venkitaraman and David R. Spring	No	2016-05-18T11:31:46Z	10.1021/cb100420r	7216735	7BC4016E	0	21	2011
141	Outline of a social theory of rights: A neo-pragmatist approach	oai:dspace-production:1810/251297	Filipe Carreira da Silva	No	2016-05-18T11:31:27Z	10.1177/1368431013484001	118419742	7FE9FCA7	39	0	2013
142	Mutations in known monogenic High Bone Mass loci only explain a small proportion of High Bone Mass cases	oai:dspace-production:1810/251305	Celia L. Gregson, Lawrie Wheeler, Sarah A. Hardcastle, Louise H. Appleton, Kathryn A. Addison, Marieke Brugmans, Graeme R. Clark, Kate A. Ward, Margaret Paggiosi, Mike Stone, Joegi Thomas, Rohan Agarwal, Kenneth E. S. Poole, Eugene McCloskey, William D. Fraser, Eleanor Williams, Alex N. Bullock, George Davey Smith, Matthew A. Brown, Jon H. Tobias and Emma L. Duncan	No	2016-05-18T11:31:27Z	10.1002/jbmr.2706	102060198	7E96F00D	0	0	2015
143	Extending DerSimonian and Laird's methodology to perform network meta-analyses with random inconsistency effects	oai:dspace-production:1810/251312	Dan Jackson, Martin Law, Jessica K. Barrett, Rebecca Turner, Julian P. T. Higgins, Georgia Salanti and Ian R. White	No	2016-05-18T11:31:27Z	10.1002/sim.6752	120848013	7D830BF4	0	0	2015
144	The descriptive epidemiology of accelerometer-measured physical activity in older adults	oai:dspace-production:1810/252873	K. Berkemeyer, K. Wijndaele, T. White, A. J. M. Cooper, R. Luben, K. Westgate, S. J. Griffin, K. T. Khaw, N. J. Wareham and S?ren Brage	No	2016-05-18T11:31:37Z	10.1186/s12966-015-0316-z	94911484	82C04BE9	0	0	2016
145	Comparison of respiratory health-related quality of life in patients with intractable breathlessness due to advanced cancer or advanced COPD	oai:dspace-production:1810/253072	Shagayegh Javadzadeh, Sarah Chowienczyk, Sara Booth and Morag Farquhar	No	2016-05-18T11:31:38Z	10.1136/bmjspcare-2015-000949	26903176	841C387E	0	0	2015
